,link,composition,imageUrl,title,description,price,color,sustainability,gender
259,https://www.zara.com/us/en/washed-t-shirt-p04174823.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/4174/823/400/2/w/563/4174823400_1_1_1.jpg?ts=1631614460505,WASHED T-SHIRT,Round neck T-shirt with short sleeves.,12.90 USD,Color Blue | 4174/823,,women
260,https://www.zara.com/us/en/contrast-top-p05039481.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/5039/481/251/2/w/563/5039481251_1_1_1.jpg?ts=1632475882224,CONTRAST TOP,Shirt with contrasting high collar and short sleeves.,25.90 USD,Color Oyster White | 5039/481,,women
261,https://www.zara.com/us/en/combination-scalloped-t-shirt-p00858628.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/0858/628/251/2/w/563/0858628251_1_1_1.jpg?ts=1628860717181,COMBINATION SCALLOPED T-SHIRT,Round neck T-shirt with short sleeves with contrast scalloped trim.,19.90 USD,Color Oyster White | 0858/628,,women
262,https://www.zara.com/us/en/crop-top-p01660306.html,"['Care for fiber: at least 50% ecologically grown cotton or Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '98% cotton · 2% elastane', 'Wash your garments only when needed, as sometimes freshening them up is sufficient. Wash cycles slowly wear down fabrics. By reducing the amount of washing, we lengthen the life our garments and reduce water and energy consumption in their care.']",https://static.zara.net/photos///2021/V/0/1/p/1660/309/800/2/w/563/1660309800_1_1_1.jpg?ts=1612198434229,CROP TOP,Round neck T-shirt with short sleeves.,7.90 USD,Color Black | 1660/306,,women
263,https://www.zara.com/us/en/tank-top-with-front-knot-p01165482.html,"['Care for fiber: at least 35% recycled polyester.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Recycled polyester is made from recycled PET plastic like that from plastic bottles.Every time you place a plastic bottle in the recycling bin, it is taken to a waste sorting and classification plant. There, the different types of plastics are separated for the correct destination. PET plastic is cleaned, shredded, and recycled into new recycled polyester fiber.As such, we are able to give new life to plastic waste and reduce the consumption of virgin raw material by means of a process that consumes less water, less energy, and creates less waste.Regenerated thread has characteristics similar to virgin polyester; it is strong, resistant, long-lasting and can always be recycled again.', 'We only use recycled polyester certified by organizations that perform monitoring from origin through the final product. We are currently working with:Global Recycled Standard (GRS)Recycled Content Standard (RCS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '96% polyester · 4% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/1165/482/800/2/w/563/1165482800_1_1_1.jpg?ts=1634227718222,TANK TOP WITH FRONT KNOT,Top with V-neck and long sleeves. Front knot with pleats.,25.90 USD,Color Black | 1165/482,,women
264,https://www.zara.com/us/en/oversized-striped-t-shirt-p00858470.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/0858/470/104/2/w/563/0858470104_1_1_1.jpg?ts=1633694376811,OVERSIZED STRIPED T-SHIRT,Roomy shirt with round neck and long sleeves.,29.90 USD,Color striped | 0858/470,,women
265,https://www.zara.com/us/en/t-shirt-charlotte-gainsbourg-collection-p05644486.html,"['Care for fiber & water: at least 100% TENCEL™ Lyocell.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'TENCEL™ Lyocell is a fiber produced by Lenzing with raw materials and technology that reduce the environmental impact of the production processes.This fiber is obtained from wood, mostly eucalyptus trees, from more sustainably managed forests where trees are grown in a controlled manner and with programs that guarantee their reforestation. What\'s more, the manufacturer of this fiber is certified as ""green shirt"" in the Hot Button Report developed by the non-profit organization Canopy, thus guaranteeing the protection of old-growth and endangered forests.Additionally, the production process is performed in a closed circuit that recovers water and 99% of chemicals. These technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy, water, and the reduction of CO2 emissions.', 'TENCEL™ Lyocell is certified by the EU Ecolabel, a label developed by the Directorate-General for Environment of the European Commission which verifies that production processes comply with strict environmental standards.In addition, the wood sourcing is controlled through collaboration with external organizations that verify compliance with our Forest Policy through an audit program, thereby guaranteeing that ancient and endangered forests are respected.', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% lyocell', 'Wash your garments only when needed, as sometimes freshening them up is sufficient. Wash cycles slowly wear down fabrics. By reducing the amount of washing, we lengthen the life our garments and reduce water and energy consumption in their care.']",https://static.zara.net/photos///2021/I/0/1/p/5644/486/605/2/w/563/5644486605_6_1_1.jpg?ts=1633539768087,T-SHIRT CHARLOTTE GAINSBOURG COLLECTION,"TTHE CHARLOTTE GAINSBOURG COLLECTION, EXCLUSIVELY FOR ZARAT-shirt with rib round neck and long sleeves.",25.90 USD,Color Maroon | 5644/486,,women
266,https://www.zara.com/us/en/linen-blend-t-shirt-p00858070.html,"['Care for fiber: at least 50% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '72% cotton · 28% linen', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/0264/970/513/2/w/563/0264970513_1_1_1.jpg?ts=1625557473555,LINEN BLEND T-SHIRT,Linen blend T-shirt. Round neck and short sleeves.,19.90 USD,Color Apple green | 0858/070,,women
267,https://www.zara.com/us/en/combination-corset-top-p00085472.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '97% cotton · 3% elastane', '97% polyester · 3% elastane', '97% polyester · 3% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/0085/472/800/2/w/563/0085472800_1_1_1.jpg?ts=1630665651531,COMBINATION CORSET TOP,V-neck corset top with long sleeves. Tonal matching fabric detail.,29.90 USD,Color Black | 0085/472,,women
268,https://www.zara.com/us/en/ruffled-top-p05584311.html,"['Care for fiber: at least 50% ecologically grown cotton or Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/5584/311/250/2/w/563/5584311250_1_1_1.jpg?ts=1621435229829,RUFFLED TOP,Sleeveless round neck top with ruffle trim.,9.90 USD,Color White | 5584/311,,women
269,https://www.zara.com/us/en/seamless-top-p07901421.html,"['Care for fiber & water: at least 60% ECOVERO™ Viscose.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'ECOVERO™ is a viscose material produced by Lenzing with raw materials and technology that reduce the impact of the fiber production processes. This fiber is obtained from wood from sustainably managed forests where trees are grown in a controlled manner. What\'s more, the manufacturer of this fiber is certified as ""green shirt"" in the Hot Button Report developed by the non-profit organization Canopy, thus guaranteeing the protection of old-growth and endangered forests.Additionally, technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy, water, and the reduction of CO2 emissions.', 'ECOVERO™ is certified by the EU Ecolabel, a label developed by the Directorate-General for Environment of the European Commission which verifies that production processes comply with strict environmental standards.In addition, the wood sourcing is controlled through collaboration with external organizations that verify compliance with our Forest Policy through an audit program, thereby guaranteeing that old-growth and endangered forests are respected.', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '60% viscose · 35% nylon · 5% elastane', 'Wash your garments only when needed, as sometimes freshening them up is sufficient. Wash cycles slowly wear down fabrics. By reducing the amount of washing, we lengthen the life our garments and reduce water and energy consumption in their care.']",https://static.zara.net/photos///2021/I/0/1/p/7901/421/743/2/w/563/7901421743_1_1_1.jpg?ts=1631614486597,SEAMLESS TOP,LIMITLESS CONTOUR COLLECTIONStraight neck tank top with thin straps.,12.90 USD,Color Light camel | 7901/421,,women
270,https://www.zara.com/us/en/rib-bandeau-top-p03253305.html,"['Care for fiber: at least 50% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '93% cotton · 7% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/3253/305/250/72/w/563/3253305250_1_1_1.jpg?ts=1624013529933,RIB BANDEAU TOP,Straight neck top with elastic spaghetti straps.,7.90 USD,Color White | 3253/305,,women
271,https://www.zara.com/us/en/natacha-paschal-printed-t-shirt-p00085370.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/0085/370/020/2/w/563/0085370020_1_1_1.jpg?ts=1623396176323,NATACHA PASCHAL PRINTED T-SHIRT,Round neck T-shirt with short sleeves. Print by Natacha Paschal.,25.90 USD,Color Printed | 0085/370,,women
272,https://www.zara.com/us/en/rib-balloon-top-p04424819.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '95% cotton · 5% elastane', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/4424/819/800/2/w/563/4424819800_1_1_1.jpg?ts=1628067280317,RIB BALLOON TOP,Square neck top. Tonal matching short puff sleeves with ruffle detail.,19.90 USD,Color Black | 4424/819,,women
273,https://www.zara.com/us/en/bead-trim-t-shirt-p05070168.html,"['Care for fiber & water: 100% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Wash your garments only when needed, as sometimes freshening them up is sufficient. Wash cycles slowly wear down fabrics. By reducing the amount of washing, we lengthen the life our garments and reduce water and energy consumption in their care.']",https://static.zara.net/photos///2021/I/0/1/p/5070/168/250/2/w/563/5070168250_1_1_1.jpg?ts=1623404423838,BEAD TRIM T-SHIRT,Round neck T-shirt with short sleeves. Eyelet fabric detail.,17.90 USD,Color White | 5070/168,,women
274,https://www.zara.com/us/en/balloon-sleeve-top-p00858045.html,"['We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/V/0/1/p/0858/945/690/2/w/563/0858945690_1_1_1.jpg?ts=1617870194288,BALLOON SLEEVE TOP,Round neck T-shirt. Matching tonal short balloon sleeves.,19.90 USD,Color Dark fuchsia | 0858/045,,women
275,https://www.zara.com/us/en/ribbed-crop-polo-shirt-p04424306.html,"['Care for fiber: at least 50% ecologically grown cotton.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'Ecologically grown cotton is grown using natural fertilizers and pesticides.The use of these natural growth methods is more respectful of water and of environmental biodiversity which allows farmers to integrate cotton crops with others that serve as food such as oranges, tomatoes, or turmeric, for example.Additionally, in ecologically grown cotton farms the use of genetically modified seeds is avoided, helping to conserve seed biodiversity and soil fertility.', 'We only use ecologically grown cotton certified by organizations that perform monitoring from raw material through the final product. We are currently working with:Organic Content Standard (OCS)Global Organic Textile Standard (GOTS)', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '95% cotton · 5% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/V/0/1/p/1660/318/643/2/w/563/1660318643_1_1_1.jpg?ts=1616676118024,RIBBED CROP POLO SHIRT,Short polo shirt with V-neck lapel collar and short sleeves.,12.90 USD,Color Tangerine | 4424/306,,women
276,https://www.zara.com/us/en/mock-neck-top-p04424639.html,"['Care for water: produced using less water.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'These garments were produced using technologies that reduce water consumption in their production processes.The garment dyeing or washing processes require a higher consumption of water. The use of closed cycles that allow reuse of water or of technologies like machines of low bath ratio or bulk dyeing that reduce water consumption in these processes helps us preserve fresh water resources.', 'This product was made following the Join Life standard developed by Inditex Group and based on Life Cycle Analysis, an internationally standardized method that allows assessing the impacts of a product in the various phases of its production, use, and end of life. To assess compliance with the standard, a program has been developed of audits performed by specialized external companies.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '100% cotton', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/4424/639/250/2/w/563/4424639250_1_1_1.jpg?ts=1633085998107,MOCK NECK TOP,Short-sleeved high-neck top.,17.90 USD,Color White | 4424/639,,women
277,https://www.zara.com/us/en/wool-blend-top-p03431300.html,"['Care for fiber: at least 30% TENCEL™ Lyocell.We use the Join Life label for items that have been produced using technologies and raw materials that help us reduce the environmental impact of our products. ', 'TENCEL™ Lyocell is a fiber produced by Lenzing with raw materials and technology that reduce the environmental impact of the production processes.This fiber is obtained from wood, mostly eucalyptus trees, from more sustainably managed forests where trees are grown in a controlled manner and with programs that guarantee their reforestation. What\'s more, the manufacturer of this fiber is certified as ""green shirt"" in the Hot Button Report developed by the non-profit organization Canopy, thus guaranteeing the protection of old-growth and endangered forests.Additionally, the production process is performed in a closed circuit that recovers water and 99% of chemicals. These technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy, water, and the reduction of CO2 emissions.', 'TENCEL™ Lyocell is certified by the EU Ecolabel, a label developed by the Directorate-General for Environment of the European Commission which verifies that production processes comply with strict environmental standards.In addition, the wood sourcing is controlled through collaboration with external organizations that verify compliance with our Forest Policy through an audit program, thereby guaranteeing that ancient and endangered forests are respected.', 'We work with monitoring programs to guarantee compliance with the health, safety, and quality standards for our products. The Green to Wear 2.0 standard aims to minimize the environmental impact of textile manufacturing. To do this, we have developed Inditex’s The List program which helps us guarantee both the purity of production processes and the health and safety of our garments. ', '48% viscose · 33% lyocell · 14% wool · 5% elastane', 'Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes.']",https://static.zara.net/photos///2021/I/0/1/p/3431/300/800/2/w/563/3431300800_1_1_1.jpg?ts=1628174030929,WOOL BLEND TOP,Short sleeve T-shirt made of wool blend fabric with round neck.,12.90 USD,Color Black | 3431/300,,women
